Verse,Text,Stage
Eccl 2:6,עָשִׂיתִי לִי בְּרֵכוֺת מָיִם לְהַשְׁקוֺת מֵהֶם יַעַר צוֺמֵחַ עֵצִים,LBH
Eccl 2:7,קָנִיתִי עֲבָדִים וּשְׁפָחוֺת וּבְנֵי־בַיִת הָיָה לִי גַּם מִקְנֶה בָקָר וָצֹאן הַרְבֵּה הָיָה לִי מִכֹּל שֶׁהָיוּ לְפָנַי בִּירוּשָׁלִָם,LBH
Eccl 2:8,כָּנַסְתִּי לִי גַּם־כֶּסֶף וְזָהָב וּסְגֻלַּת מְלָכִים וְהַמְּדִינוֺת עָשִׂיתִי לִי שָׁרִים וְשָׁרוֺת וְתַעֲנוּגֹת בְּנֵי הָאָדָם שִׁדָּה וְשִׁדּוֺת,LBH
Eccl 2:9,וְגָדַלְתִּי וְהוֺסַפְתִּי מִכֹּל שֶׁהָיָה לְפָנַי בִּירוּשָׁלִָם אַף חָכְמָתִי עָמְדָה לִּי,LBH
Eccl 2:10,וְכֹל אֲשֶׁר שָׁאֲלוּ עֵינַי לֹא אָצַלְתִּי מֵהֶם לֹא־מָנַעְתִּי אֶת־לִבִּי מִכָּל־שִׂמְחָה כִּי־לִבִּי שָׂמֵחַ מִכָּל־עֲמָלִי וְזֶה־הָיָה חֶלְקִי מִכָּל־עֲמָלִי,LBH
Eccl 2:11,וּפָנִיתִי אֲנִי בְּכָל־מַעֲשַׂי שֶׁעָשׂוּ יָדַי וּבֶעָמָל שֶׁעָמַלְתִּי לַעֲשׂוֺת וְהִנֵּה הַכֹּל הֶבֶל וּרְעוּת רוּחַ וְאֵין יִתְרוֺן תַּחַת הַשָּׁמֶשׁ,LBH
Eccl 2:12,וּפָנִיתִי אֲנִי לִרְאוֺת חָכְמָה וְהוֺלֵלוֺת וְסִכְלוּת כִּי מֶה הָאָדָם שֶׁיָּבוֺא אַחֲרֵי הַמֶּלֶךְ אֵת אֲשֶׁר־כְּבָר עָשׂוּהוּ,LBH
Eccl 2:13,וְרָאִיתִי אָנִי שֶׁיֵּשׁ יִתְרוֺן לַחָכְמָה מִן־הַסִּכְלוּת כִּיתְרוֺן הָאוֺר מִן־הַחֹשֶׁךְ,LBH
Eccl 2:14,הֶחָכָם עֵינָיו בְּרֹאשׁוֺ וְהַכְּסִיל בַּחֹשֶׁךְ הוֺלֵךְ וְיָדַעְתִּי גַם־אָנִי שֶׁמִּקְרֶה אֶחָד יִקְרֶה אֶת־כֻּלָּם,LBH
Eccl 2:15,וְאָמַרְתִּי אֲנִי בְּלִבִּי כְּמִקְרֵה הַכְּסִיל גַּם־אֲנִי יִקְרֵנִי וְלָמָּה חָכַמְתִּי אֲנִי אָז יוֺתֵר וְדִבַּרְתִּי בְלִבִּי שֶׁגַּם־זֶה הָבֶל,LBH
Eccl 2:16,כִּי אֵין זִכְרוֺן לֶחָכָם עִם־הַכְּסִיל לְעוֺלָם בְּשֶׁכְּבָר הַיָּמִים הַבָּאִים הַכֹּל נִשְׁכָּח וְאֵיךְ יָמוּת הֶחָכָם עִם־הַכְּסִיל,LBH
Eccl 2:17,וְשָׂנֵאתִי אֶת־הַחַיִּים כִּי רַע עָלַי הַמַּעֲשֶׂה שֶׁנַּעֲשָׂה תַּחַת הַשָּׁמֶשׁ כִּי־הַכֹּל הֶבֶל וּרְעוּת רוּחַ,LBH
Eccl 2:18,וְשָׂנֵאתִי אֲנִי אֶת־כָּל־עֲמָלִי שֶׁאֲנִי עָמֵל תַּחַת הַשָּׁמֶשׁ שֶׁאַנִּיחֶנּוּ לָאָדָם שֶׁיִּהְיֶה אַחֲרָי,LBH
Eccl 2:19,וּמִי יוֺדֵעַ הֶחָכָם יִהְיֶה אוֺ סָכָל וְיִשְׁלַט בְּכָל־עֲמָלִי שֶׁעָמַלְתִּי וְשֶׁחָכַמְתִּי תַּחַת הַשָּׁמֶשׁ גַּם־זֶה הָבֶל,LBH
Eccl 2:20,וְסַבּוֺתִי אֲנִי לְיַאֵשׁ אֶת־לִבִּי עַל כָּל־הֶעָמָל שֶׁעָמַלְתִּי תַּחַת הַשָּׁמֶשׁ,LBH
Eccl 2:21,כִּי־יֵשׁ אָדָם שֶׁעֲמָלוֺ בְּחָכְמָה וּבְדַעַת וּבְכִשְׁרוֺן וּלְאָדָם שֶׁלֹּא עָמַל־בּוֺ יִתְּנֶנּוּ חֶלְקוֺ גַּם־זֶה הֶבֶל וְרָעָה רַבָּה,LBH
Eccl 2:22,כִּי מֶה־הוֶֺה לָאָדָם בְּכָל־עֲמָלוֺ וּבְרַעְיוֺן לִבּוֺ שֶׁהוּא עָמֵל תַּחַת הַשָּׁמֶשׁ,LBH
Eccl 2:23,כִּי כָל־יָמָיו מַכְאֹבִים וָכַעַס עִנְיָנוֺ גַּם־בַּלַּיְלָה לֹא־שָׁכַב לִבּוֺ גַּם־זֶה הֶבֶל הוּא,LBH
Eccl 2:24,אֵין־טוֺב בָּאָדָם שֶׁיֹּאכַל וְשָׁתָה וְהֶרְאָה אֶת־נַפְשׁוֺ טוֺב בַּעֲמָלוֺ גַּם־זֹה רָאִיתִי אָנִי כִּי מִיַּד הָאֱלֹהִים הִיא,LBH
Eccl 2:25,כִּי מִי יֹאכַל וּמִי יָחוּשׁ חוּץ מִמֶּנִּי,LBH
Eccl 2:26,כִּי לְאָדָם שֶׁטּוֺב לְפָנָיו נָתַן חָכְמָה וְדַעַת וְשִׂמְחָה וְלַחוֺטֶא נָתַן עִנְיָן לֶאֱסוֺף וְלִכְנוֺס לָתֵת לְטוֺב לִפְנֵי הָאֱלֹהִים גַּם־זֶה הֶבֶל וּרְעוּת רוּחַ,LBH
Eccl 3:1,לַכֹּל זְמָן וְעֵת לְכָל־חֵפֶץ תַּחַת הַשָּׁמָיִם,LBH
Eccl 3:2,עֵת לָלֶדֶת וְעֵת לָמוּת עֵת לָטַעַת וְעֵת לַעֲקוֺר נָטוּעַ,LBH
Eccl 3:3,עֵת לַהֲרוֺג וְעֵת לִרְפּוֺא עֵת לִפְרוֺץ וְעֵת לִבְנוֺת,LBH
Eccl 3:4,עֵת לִבְכּוֺת וְעֵת לִשְׂחוֺק עֵת סְפוֺד וְעֵת רְקוֺד,LBH
Eccl 3:5,עֵת לְהַשְׁלִיךְ אֲבָנִים וְעֵת כְּנוֺס אֲבָנִים עֵת לַחֲבוֺק וְעֵת לִרְחֹק מֵחַבֵּק,LBH
Eccl 3:6,עֵת לְבַקֵּשׁ וְעֵת לְאַבֵּד עֵת לִשְׁמוֺר וְעֵת לְהַשְׁלִיךְ,LBH
Eccl 3:7,עֵת לִקְרוֺעַ וְעֵת לִתְפּוֺר עֵת לַחֲשׁוֺת וְעֵת לְדַבֵּר,LBH
Eccl 3:8,עֵת לֶאֱהֹב וְעֵת לִשְׂנֹא עֵת מִלְחָמָה וְעֵת שָׁלוֺם,LBH
Eccl 3:9,מַה־יִּתְרוֺן הָעוֺשֶׂה בַּאֲשֶׁר הוּא עָמֵל,LBH
Eccl 3:10,רָאִיתִי אֶת־הָעִנְיָן אֲשֶׁר נָתַן אֱלֹהִים לִבְנֵי הָאָדָם לַעֲנוֺת בּוֺ,LBH
Eccl 3:11,אֶת־הַכֹּל עָשָׂה יָפֶה בְעִתּוֺ גַּם אֶת־הָעֹלָם נָתַן בְּלִבָּם מִבְּלִי אֲשֶׁר לֹא־יִמְצָא הָאָדָם אֶת־הַמַּעֲשֶׂה אֲשֶׁר־עָשָׂה הָאֱלֹהִים מֵרֹאשׁ וְעַד־סוֺף,LBH
Eccl 3:12,יָדַעְתִּי כִּי אֵין טוֺב בָּם כִּי אִם־לִשְׂמוֺחַ וְלַעֲשׂוֺת טוֺב בְּחַיָּיו,LBH
Eccl 3:13,וְגַם כָּל־הָאָדָם שֶׁיֹּאכַל וְשָׁתָה וְרָאָה טוֺב בְּכָל־עֲמָלוֺ מַתַּת אֱלֹהִים הִיא,LBH
Eccl 3:14,יָדַעְתִּי כִּי כָּל־אֲשֶׁר יַעֲשֶׂה הָאֱלֹהִים הוּא יִהְיֶה לְעוֺלָם עָלָיו אֵין לְהוֺסִיף וּמִמֶּנּוּ אֵין לִגְרֹעַ וְהָאֱלֹהִים עָשָׂה שֶׁיִּרְאוּ מִלְּפָנָיו,LBH
Eccl 3:15,מַה־שֶּׁהָיָה כְּבָר הוּא וַאֲשֶׁר לִהְיוֺת כְּבָר הָיָה וְהָאֱלֹהִים יְבַקֵּשׁ אֶת־נִרְדָּף,LBH
Eccl 3:16,וְעוֺד רָאִיתִי תַּחַת הַשָּׁמֶשׁ מְקוֺם הַמִּשְׁפָּט שָׁמָּה הָרֶשַׁע וּמְקוֺם הַצֶּדֶק שָׁמָּה הָרָשַׁע,LBH
Eccl 3:17,אָמַרְתִּי אֲנִי בְּלִבִּי אֶת־הַצַּדִּיק וְאֶת־הָרָשָׁע יִשְׁפֹּט הָאֱלֹהִים כִּי־עֵת לְכָל־חֵפֶץ וְעַל כָּל־הַמַּעֲשֶׂה שָׁם,LBH
Eccl 3:18,אָמַרְתִּי אֲנִי בְּלִבִּי עַל־דִּבְרַת בְּנֵי הָאָדָם לְבָרָם הָאֱלֹהִים וְלִרְאוֺת שְׁהֶם־בְּהֵמָה הֵמָּה לָהֶם,LBH
Eccl 3:19,כִּי מִקְרֶה בְנֵי־הָאָדָם וּמִקְרֶה הַבְּהֵמָה וּמִקְרֶה אֶחָד לָהֶם כְּמוֺת זֶה כֵּן מוֺת זֶה וְרוּחַ אֶחָד לַכֹּל וּמוֺתַר הָאָדָם מִן־הַבְּהֵמָה אָיִן כִּי הַכֹּל הָבֶל,LBH
Eccl 3:20,הַכֹּל הוֺלֵךְ אֶל־מָקוֺם אֶחָד הַכֹּל הָיָה מִן־הֶעָפָר וְהַכֹּל שָׁב אֶל־הֶעָפָר,LBH
Eccl 3:21,מִי יוֺדֵעַ רוּחַ בְּנֵי הָאָדָם הָעֹלָה הִיא לְמָעְלָה וְרוּחַ הַבְּהֵמָה הַיֹּרֶדֶת הִיא לְמַטָּה לָאָרֶץ,LBH
Eccl 3:22,וְרָאִיתִי כִּי אֵין טוֺב מֵאֲשֶׁר יִשְׂמַח הָאָדָם בְּמַעֲשָׂיו כִּי־הוּא חֶלְקוֺ כִּי מִי יְבִיאֶנּוּ לִרְאוֺת בְּמֶה שֶׁיִּהְיֶה אַחֲרָיו,LBH
Eccl 4:1,וְשַׁבְתִּי אֲנִי וָאֶרְאֶה אֶת־כָּל־הָעֲשֻׁקִים אֲשֶׁר נַעֲשִׂים תַּחַת הַשָּׁמֶשׁ וְהִנֵּה דִּמְעַת הָעֲשֻׁקִים וְאֵין לָהֶם מְנַחֵם וּמִיַּד עֹשְׁקֵיהֶם כֹּחַ וְאֵין לָהֶם מְנַחֵם,LBH
Eccl 4:2,וְשַׁבֵּחַ אֲנִי אֶת־הַמֵּתִים שֶׁכְּבָר מֵתוּ מִן־הַחַיִּים אֲשֶׁר הֵמָּה חַיִּים עֲדֶנָה,LBH
Eccl 4:3,וְטוֺב מִשְּׁנֵיהֶם אֵת אֲשֶׁר־עֲדֶן לֹא הָיָה אֲשֶׁר לֹא־רָאָה אֶת־הַמַּעֲשֶׂה הָרָע אֲשֶׁר נַעֲשָׂה תַּחַת הַשָּׁמֶשׁ,LBH
Eccl 4:4,וְרָאִיתִי אֲנִי אֶת־כָּל־עָמָל וְאֵת כָּל־כִּשְׁרוֺן הַמַּעֲשֶׂה כִּי הִיא קִנְאַת־אִישׁ מֵרֵעֵהוּ גַּם־זֶה הֶבֶל וּרְעוּת רוּחַ,LBH
Eccl 4:5,הַכְּסִיל חֹבֵק אֶת־יָדָיו וְאֹכֵל אֶת־בְּשָׂרוֺ,LBH
Eccl 4:6,טוֺב מְלֹא כַף נָחַת מִמְּלֹא חָפְנַיִם עָמָל וּרְעוּת רוּחַ,LBH
Eccl 4:7,וְשַׁבְתִּי אֲנִי וָאֶרְאֶה הֶבֶל תַּחַת הַשָּׁמֶשׁ,LBH
Eccl 4:8,יֵשׁ אֶחָד וְאֵין שֵׁנִי גַּם בֵּן וָאָח אֵין־לוֺ וְאֵין קֵץ לְכָל־עֲמָלוֺ גַּם־עֵינוֺ לֹא־תִשְׂבַּע עֹשֶׁר וּלְמִי אֲנִי עָמֵל וּמְחַסֵּר אֶת־נַפְשִׁי מִטּוֺבָה גַּם־זֶה הֶבֶל וְעִנְיַן רָע הוּא,LBH
Eccl 4:9,טוֺבִים הַשְּׁנַיִם מִן־הָאֶחָד אֲשֶׁר יֵשׁ־לָהֶם שָׂכָר טוֺב בַּעֲמָלָם,LBH
Eccl 4:10,כִּי אִם־יִפֹּלוּ הָאֶחָד יָקִים אֶת־חֲבֵרוֺ וְאִילוֺ הָאֶחָד שֶׁיִּפּוֺל וְאֵין שֵׁנִי לַהֲקִימוֺ,LBH
Eccl 4:11,גַּם אִם־יִשְׁכְּבוּ שְׁנַיִם וְחַם לָהֶם וּלְאֶחָד אֵיךְ יֵחָם,LBH
Eccl 4:12,וְאִם־יִתְקְפוֺ הָאֶחָד הַשְּׁנַיִם יַעַמְדוּ נֶגְדּוֺ וְהַחוּט הַמְשֻׁלָּשׁ לֹא בִמְהֵרָה יִנָּתֵק,LBH
Eccl 4:13,טוֺב יֶלֶד מִסְכֵּן וְחָכָם מִמֶּלֶךְ זָקֵן וּכְסִיל אֲשֶׁר לֹא־יָדַע לְהִזָּהֵר עוֺד,LBH
Eccl 4:14,כִּי־מִבֵּית הָסוּרִים יָצָא לִמְלֹךְ כִּי גַּם בְּמַלְכוּתוֺ נוֺלַד רָשׁ,LBH
Eccl 4:15,רָאִיתִי אֶת־כָּל־הַחַיִּים הַמְהַלְּכִים תַּחַת הַשָּׁמֶשׁ עִם הַיֶּלֶד הַשֵּׁנִי אֲשֶׁר יַעֲמֹד תַּחְתָּיו,LBH
Eccl 4:16,אֵין־קֵץ לְכָל־הָעָם לְכֹל אֲשֶׁר־הָיָה לִפְנֵיהֶם גַּם הָאַחֲרוֺנִים לֹא יִשְׂמְחוּ־בוֺ כִּי־גַם־זֶה הֶבֶל וְרַעְיוֺן רוּחַ,LBH
Eccl 4:17,שְׁמֹר רַגְלְךָ כַּאֲשֶׁר תֵּלֵךְ אֶל־בֵּית הָאֱלֹהִים וְקָרוֺב לִשְׁמֹעַ מִתֵּת הַכְּסִילִים זָבַח כִּי־אֵינָם יוֺדְעִים לַעֲשׂוֺת רָע,LBH
Eccl 5:1,אַל־תְּבַהֵל עַל־פִּיךָ וְלִבְּךָ אַל־יְמַהֵר לְהוֺצִיא דָבָר לִפְנֵי הָאֱלֹהִים כִּי הָאֱלֹהִים בַּשָּׁמַיִם וְאַתָּה עַל־הָאָרֶץ עַל־כֵּן יִהְיוּ דְבָרֶיךָ מְעַטִּים,LBH
Eccl 5:2,כִּי בָּא הַחֲלוֺם בְּרֹב עִנְיָן וְקוֺל כְּסִיל בְּרֹב דְּבָרִים,LBH
Eccl 5:3,כַּאֲשֶׁר תִּדֹּר נֶדֶר לֵאלֹהִים אַל־תְּאַחֵר לְשַׁלְּמוֺ כִּי אֵין חֵפֶץ בַּכְּסִילִים אֵת אֲשֶׁר־תִּדֹּר שַׁלֵּם,LBH
Eccl 5:4,טוֺב אֲשֶׁר לֹא־תִדֹּר מִשֶּׁתִּדּוֺר וְלֹא תְשַׁלֵּם,LBH
Eccl 5:5,אַל־תִּתֵּן אֶת־פִּיךָ לַחֲטִיא אֶת־בְּשָׂרֶךָ וְאַל־תֹּאמַר לִפְנֵי הַמַּלְאָךְ כִּי שְׁגָגָה הִיא לָמָּה יִקְצֹף הָאֱלֹהִים עַל־קוֺלֶךָ וְחִבֵּל אֶת־מַעֲשֵׂה יָדֶיךָ,LBH
Eccl 5:6,כִּי בְרֹב חֲלֹמוֺת וַהֲבָלִים וּדְבָרִים הַרְבֵּה כִּי אֶת־הָאֱלֹהִים יְרָא,LBH
Eccl 5:7,אִם־עֹשֶׁק רָשׁ וְגֵזֶל מִשְׁפָּט וָצֶדֶק תִּרְאֶה בַמְּדִינָה אַל־תִּתְמַהּ עַל־הַחֵפֶץ כִּי גָבֹהַּ מֵעַל גָּבֹהַּ שֹׁמֵר וּגְבֹהִים עֲלֵיהֶם,LBH
Eccl 5:8,וְיִתְרוֺן אֶרֶץ בַּכֹּל הוּא מֶלֶךְ לְשָׂדֶה נֶעֱבָד,LBH
Eccl 5:9,אֹהֵב כֶּסֶף לֹא־יִשְׂבַּע כֶּסֶף וּמִי־אֹהֵב בֶּהָמוֺן לֹא תְבוּאָה גַּם־זֶה הָבֶל,LBH
Eccl 5:10,בִּרְבוֺת הַטּוֺבָה רַבּוּ אוֺכְלֶיהָ וּמַה־כִּשְׁרוֺן לִבְעָלֶיהָ כִּי אִם־רְאוּת עֵינָיו,LBH
Eccl 5:11,מְתוּקָה שְׁנַת הָעֹבֵד אִם־מְעַט וְאִם־הַרְבֵּה יֹאכֵל וְהַשָּׂבָע לֶעָשִׁיר אֵינֶנּוּ מַנִּיחַ לוֺ לִישׁוֺן,LBH
Eccl 5:12,יֵשׁ רָעָה חוֺלָה רָאִיתִי תַּחַת הַשָּׁמֶשׁ עֹשֶׁר שָׁמוּר לִבְעָלָיו לְרָעָתוֺ,LBH
Eccl 5:13,וְאָבַד הָעֹשֶׁר הַהוּא בְּעִנְיַן רָע וְהוֺלִיד בֵּן וְאֵין בְּיָדוֺ מְאוּמָה,LBH
Eccl 5:14,כַּאֲשֶׁר יָצָא מִבֶּטֶן אִמּוֺ עָרוֺם יָשׁוּב לָלֶכֶת כְּשֶׁבָּא וּמְאוּמָה לֹא־יִשָּׂא בַעֲמָלוֺ שֶׁיֹּלֵךְ בְּיָדוֺ,LBH
Eccl 5:15,וְגַם־זֹה רָעָה חוֺלָה כָּל־עֻמַּת שֶׁבָּא כֵּן יֵלֵךְ וּמַה־יִּתְרוֺן לוֺ שֶׁיַּעֲמֹל לָרוּחַ,LBH
Eccl 5:16,גַּם כָּל־יָמָיו בַּחֹשֶׁךְ יֹאכֵל וְכָעַס הַרְבֵּה וְחָלְיוֺ וָקָצֶף,LBH
Eccl 5:17,הִנֵּה אֲשֶׁר־רָאִיתִי אָנִי טוֺב אֲשֶׁר־יָפֶה לֶאֶכוֺל־וְלִשְׁתּוֺת וְלִרְאוֺת טוֺבָה בְּכָל־עֲמָלוֺ שֶׁיַּעֲמֹל תַּחַת־הַשֶּׁמֶשׁ מִסְפַּר יְמֵי־חַיָּו אֲשֶׁר־נָתַן־לוֺ הָאֱלֹהִים כִּי־הוּא חֶלְקוֺ,LBH
Eccl 5:18,גַּם כָּל־הָאָדָם אֲשֶׁר נָתַן־לוֺ הָאֱלֹהִים עֹשֶׁר וּנְכָסִים וְהִשְׁלִיטוֺ לֶאֱכֹל מִמֶּנּוּ וְלָשֵׂאת אֶת־חֶלְקוֺ וְלִשְׂמֹחַ בַּעֲמָלוֺ זֹה מַתַּת אֱלֹהִים הִיא,LBH
Eccl 5:19,כִּי לֹא הַרְבֵּה יִזְכֹּר אֶת־יְמֵי חַיָּיו כִּי הָאֱלֹהִים מַעֲנֶה בְּשִׂמְחַת לִבּוֺ,LBH
Eccl 6:1,יֵשׁ רָעָה אֲשֶׁר רָאִיתִי תַּחַת הַשָּׁמֶשׁ וְרַבָּה הִיא עַל־הָאָדָם,LBH
Eccl 6:2,אִישׁ אֲשֶׁר יִתֶּן־לוֺ הָאֱלֹהִים עֹשֶׁר וּנְכָסִים וְכָבוֺד וְאֵינֶנּוּ חָסֵר לְנַפְשׁוֺ מִכֹּל אֲשֶׁר־יִתְאַוֶּה וְלֹא־יַשְׁלִיטֶנּוּ הָאֱלֹהִים לֶאֱכֹל מִמֶּנּוּ כִּי אִישׁ נָכְרִי יֹאכֲלֶנּוּ זֶה הֶבֶל וָחֳלִי רָע הוּא,LBH
Eccl 6:3,אִם־יוֺלִיד אִישׁ מֵאָה וְשָׁנִים רַבּוֺת יִחְיֶה וְרַב שֶׁיִּהְיוּ יְמֵי־שָׁנָיו וְנַפְשׁוֺ לֹא־תִשְׂבַּע מִן־הַטּוֺבָה וְגַם־קְבוּרָה לֹא־הָיְתָה לּוֺ אָמַרְתִּי טוֺב מִמֶּנּוּ הַנָּפֶל,LBH
Eccl 6:4,כִּי־בַהֶבֶל בָּא וּבַחֹשֶׁךְ יֵלֵךְ וּבַחֹשֶׁךְ שְׁמוֺ יְכֻסֶּה,LBH
Eccl 6:5,גַּם־שֶׁמֶשׁ לֹא־רָאָה וְלֹא יָדָע נַחַת לָזֶה מִזֶּה,LBH
Eccl 6:6,וְאִלּוּ חָיָה אֶלֶף שָׁנִים פַּעֲמַיִם וְטוֺבָה לֹא רָאָה הֲלֹא אֶל־מָקוֺם אֶחָד הַכֹּל הוֺלֵךְ,LBH
Eccl 6:7,כָּל־עֲמַל הָאָדָם לְפִיהוּ וְגַם־הַנֶּפֶשׁ לֹא תִמָּלֵא,LBH
Eccl 6:8,כִּי מַה־יּוֺתֵר לֶחָכָם מִן־הַכְּסִיל מַה־לֶּעָנִי יוֺדֵעַ לַהֲלֹךְ נֶגֶד הַחַיִּים,LBH
Eccl 6:9,טוֺב מַרְאֵה עֵינַיִם מֵהֲלָךְ־נָפֶשׁ גַּם־זֶה הֶבֶל וּרְעוּת רוּחַ,LBH
Eccl 6:10,מַה־שֶּׁהָיָה כְּבָר נִקְרָא שְׁמוֺ וְנוֺדָע אֲשֶׁר־הוּא אָדָם וְלֹא־יוּכַל לָדִין עִם ֶתַּקִּיף מִמֶּנּוּ,LBH
Eccl 6:11,כִּי יֵשׁ־דְּבָרִים הַרְבֵּה מַרְבִּים הָבֶל מַה־יֹּתֵר לָאָדָם,LBH
Eccl 6:12,כִּי מִי־יוֺדֵעַ מַה־טּוֺב לָאָדָם בַּחַיִּים מִסְפַּר יְמֵי־חַיֵּי הֶבְלוֺ וְיַעֲשֵׂם כַּצֵּל אֲשֶׁר מִי־יַגִּיד לָאָדָם מַה־יִּהְיֶה אַחֲרָיו תַּחַת הַשָּׁמֶשׁ,LBH
Eccl 7:1,טוֺב שֵׁם מִשֶּׁמֶן טוֺב וְיוֺם הַמָּוֶת מִיּוֺם הִוָּלְדוֺ,LBH
Eccl 7:2,טוֺב לָלֶכֶת אֶל־בֵּית־אֵבֶל מִלֶּכֶת אֶל־בֵּית מִשְׁתֶּה בַּאֲשֶׁר הוּא סוֺף כָּל־הָאָדָם וְהַחַי יִתֵּן אֶל־לִבּוֺ,LBH
Eccl 7:3,טוֺב כַּעַס מִשְּׂחֹק כִּי־בְרֹעַ פָּנִים יִיטַב לֵב,LBH
Eccl 7:4,לֵב חֲכָמִים בְּבֵית אֵבֶל וְלֵב כְּסִילִים בְּבֵית שִׂמְחָה,LBH
Eccl 7:5,טוֺב לִשְׁמֹעַ גַּעֲרַת חָכָם מֵאִישׁ שֹׁמֵעַ שִׁיר כְּסִילִים,LBH
Eccl 7:6,כִּי כְקוֺל הַסִּירִים תַּחַת הַסִּיר כֵּן שְׂחֹק הַכְּסִיל וְגַם־זֶה הָבֶל,LBH
